genome.genome_id	genome.genome_name	genome.genome_quality	genome.genome_status	genome.patric_cds	genome.genome_length	genome.checkm_completeness	genome.checkm_contamination	genome.contigs	genome.contig_n50	genome.contig_l50	genome.coarse_consistency	genome.fine_consistency
1313.14781	Streptococcus pneumoniae strain UoS4373	Good	WGS	2152	2041820	100	0.6	44	71385	7	99.6	99
1313.14782	Streptococcus pneumoniae strain UoS4371	Good	WGS	2144	2058391	100	0.5	69	61852	12	99.5	98.9
1313.14786	Streptococcus pneumoniae strain UoS4380	Good	WGS	2131	2054529	100	0.4	42	85024	7	99.7	98.7
1313.14790	Streptococcus pneumoniae strain UoS5079	Good	WGS	2101	2016725	100	0	58	56170	12	99.5	99.1
1313.14793	Streptococcus pneumoniae strain UoS4384	Good	WGS	2104	2056065	100	0.6	42	99228	7	99.6	98.7
1313.14803	Streptococcus pneumoniae strain UoS5013	Good	WGS	2184	2060535	99.8	0.2	46	89344	8	99.6	99.1
1313.14806	Streptococcus pneumoniae strain UoS5022	Good	WGS	2109	2028192	100	0.8	51	78920	9	99.5	98.6
1313.14810	Streptococcus pneumoniae strain UoS5030	Good	WGS	2111	2034309	100	0.7	64	53805	13	99.6	98.9
1313.14814	Streptococcus pneumoniae strain UoS5043	Good	WGS	2229	2105590	100	0.2	34	158177	5	99.3	98.8
1313.14820	Streptococcus pneumoniae strain UoS5059	Good	WGS	2242	2051307	100	3.4	67	52440	14	99.5	97.8
1313.14828	Streptococcus pneumoniae strain UoS5109	Good	WGS	2175	2059342	100	0.6	50	73547	9	99.3	98.1
1313.14831	Streptococcus pneumoniae strain UoS5113	Good	WGS	2157	2035837	100	1.8	53	77120	7	99.4	98.7
1313.14832	Streptococcus pneumoniae strain UoS5120	Good	WGS	2181	2063316	100	0.3	40	81272	7	99.6	99.1
1313.14833	Streptococcus pneumoniae strain UoS5114	Good	WGS	2114	2014102	100	0.5	45	71327	8	99.4	98.7
1313.14834	Streptococcus pneumoniae strain UoS5121	Good	WGS	2191	2075944	100	0.2	32	127636	7	99.5	99
1313.14837	Streptococcus pneumoniae strain UoS5124	Good	WGS	2208	2076906	100	0.2	37	81765	7	99.6	99
1313.14839	Streptococcus pneumoniae strain UoS5135	Good	WGS	2313	2174779	100	0.2	90	44986	16	99.3	99
1313.14840	Streptococcus pneumoniae strain UoS5133	Good	WGS	2132	2051523	100	0.7	68	49549	14	99.5	98.9
1313.14847	Streptococcus pneumoniae strain UoS5157	Good	WGS	2174	2058887	100	0.4	75	45049	16	99.5	98.5
1313.14850	Streptococcus pneumoniae strain UoS5171	Good	WGS	2170	2080343	100	0.5	47	78550	10	99.4	98.6
1313.14854	Streptococcus pneumoniae strain UoS5203	Good	WGS	2204	2086668	100	1.1	59	63136	10	99.6	99
1313.14857	Streptococcus pneumoniae strain UoS5220	Good	WGS	2060	1963339	100	1	67	63025	13	99.7	98.8
1313.14860	Streptococcus pneumoniae strain UoS5209	Good	WGS	2134	2064805	100	0	65	54570	12	99.3	98.9
1313.14861	Streptococcus pneumoniae strain UoS5191	Good	WGS	2121	2036768	100	3.5	45	74840	9	99.6	98.7
1313.14865	Streptococcus pneumoniae strain UoS5225	Good	WGS	2152	2038618	100	1.5	59	62948	11	99.7	98.3
1313.14867	Streptococcus pneumoniae strain UoS5232	Good	WGS	2327	2159569	100	0.9	28	134865	5	99.3	98.6
1313.14868	Streptococcus pneumoniae strain UoS5227	Good	WGS	2044	1954773	100	1.1	45	68026	10	99.4	98.4
1313.14874	Streptococcus pneumoniae strain UoS5248	Good	WGS	2094	1984061	100	0.2	28	159979	4	100	99.5
1313.14877	Streptococcus pneumoniae strain UoS5263	Good	WGS	2131	2005912	100	0.2	27	125548	6	99.8	99
1313.14880	Streptococcus pneumoniae strain UoS5271	Good	WGS	2226	2114177	100	0.2	26	195972	4	99.6	98.9
1313.14883	Streptococcus pneumoniae strain UoS5274	Good	WGS	2217	2095177	100	0.2	57	56881	9	99.4	98.7
1313.14885	Streptococcus pneumoniae strain UoS5284	Good	WGS	2257	2121757	100	0	44	91931	8	99.6	98.9
1313.14888	Streptococcus pneumoniae strain 3063STDY5801662	Good	WGS	2251	2097583	99.6	0.2	38	99350	7	99.4	98.5
1313.14891	Streptococcus pneumoniae strain 3063STDY5801666	Good	WGS	2147	2004794	99.8	0.3	21	173095	5	99.4	99
1313.14892	Streptococcus pneumoniae strain 3063STDY5801663	Good	WGS	2142	2043385	100	0.3	42	87975	8	99.9	99.3
1313.14899	Streptococcus pneumoniae strain 3063STDY5801674	Good	WGS	2262	2125228	100	0.2	30	109655	6	99.6	99
1313.14906	Streptococcus pneumoniae strain 3063STDY5801677	Good	WGS	2300	2133386	100	0.3	47	82256	9	99.6	99
1313.14907	Streptococcus pneumoniae strain 3063STDY5861094	Good	WGS	2230	2104792	99.7	0.2	29	127152	6	99.3	98.6
1313.14908	Streptococcus pneumoniae strain 3063STDY5801679	Good	WGS	2167	2064031	100	0.3	46	92733	9	99.6	99
1313.14909	Streptococcus pneumoniae strain 3063STDY5861102	Good	WGS	2256	2104740	100	0.2	40	90493	8	99.3	98.8
1313.14913	Streptococcus pneumoniae strain 3063STDY5861134	Good	WGS	2205	2087621	100	0	39	84366	7	99.5	99
1313.14916	Streptococcus pneumoniae strain 3063STDY5801682	Good	WGS	2069	2006326	99.8	0	34	77993	8	99.4	99
1313.14920	Streptococcus pneumoniae strain 3063STDY5801684	Good	WGS	2167	2028895	100	0.3	36	102392	6	99.9	99.3
1313.14923	Streptococcus pneumoniae strain 3063STDY5801688	Good	WGS	2209	2089532	100	0.2	43	85317	9	99.3	98.7
1313.14930	Streptococcus pneumoniae strain 3063STDY5801695	Good	WGS	2182	2051371	100	0	22	275904	3	99.6	99.2
1313.14931	Streptococcus pneumoniae strain 3063STDY5801696	Good	WGS	2223	2106853	100	0.3	36	127291	5	99.5	98.7
1313.14937	Streptococcus pneumoniae strain 3063STDY5801703	Good	WGS	2210	2087334	99.8	0	34	137035	6	99.5	99
1313.14939	Streptococcus pneumoniae strain 3063STDY5801705	Good	WGS	2216	2070250	99.8	0	27	104341	7	99.7	98.9
1313.14942	Streptococcus pneumoniae strain 3063STDY5801708	Good	WGS	2222	2095684	100	0.2	20	232767	4	99.4	98.7
1313.14945	Streptococcus pneumoniae strain 3063STDY5801712	Good	WGS	2267	2123633	100	0.2	31	130327	5	99.9	99
1313.14947	Streptococcus pneumoniae strain 3063STDY5801715	Good	WGS	2307	2148229	100	0	45	147234	6	99.6	99
1313.14953	Streptococcus pneumoniae strain 3063STDY5801720	Good	WGS	2166	2049207	99.5	0	32	169127	5	99.7	98.9
1313.14955	Streptococcus pneumoniae strain 3063STDY5801722	Good	WGS	2179	2064617	100	0.3	45	81435	9	99.6	99
1313.14958	Streptococcus pneumoniae strain 3063STDY5801723	Good	WGS	2259	2102149	100	0	20	263987	3	99.6	99.2
1313.14959	Streptococcus pneumoniae strain 3063STDY5801727	Good	WGS	2129	2032279	99.9	0	27	147196	5	99.4	99
1313.14963	Streptococcus pneumoniae strain 3063STDY5801730	Good	WGS	2259	2096769	100	0	25	131625	5	99.6	99.2
1313.14972	Streptococcus pneumoniae strain 3063STDY5801760	Good	WGS	2222	2072126	99.8	0.3	34	105402	6	99.7	98.8
1313.14973	Streptococcus pneumoniae strain 3063STDY5801734	Good	WGS	2208	2104494	100	0.2	34	122219	6	99.1	98.7
1313.14976	Streptococcus pneumoniae strain 3063STDY5801764	Good	WGS	2146	2028685	100	0	25	117937	6	99.8	98.9
1313.14982	Streptococcus pneumoniae strain 3063STDY5801772	Good	WGS	2165	2092636	100	0	32	135614	4	99.2	98.7
1313.14983	Streptococcus pneumoniae strain 3063STDY5801770	Good	WGS	2231	2105205	100	0.3	43	82669	10	99.6	99
1313.14988	Streptococcus pneumoniae strain 3063STDY5861095	Good	WGS	2209	2055439	100	0	44	78888	9	99.6	99.2
1313.14989	Streptococcus pneumoniae strain 3063STDY5801775	Good	WGS	2264	2099318	100	0.3	26	190392	4	99.6	99
1313.14991	Streptococcus pneumoniae strain 3063STDY5801777	Good	WGS	2082	1996345	100	0	30	89987	5	99.4	99
1313.14992	Streptococcus pneumoniae strain 3063STDY5801778	Good	WGS	2172	2050871	100	0	27	129405	6	99.7	99
1313.14994	Streptococcus pneumoniae strain 3063STDY5801779	Good	WGS	2245	2106024	100	0	35	120898	6	99.6	99.1
1313.14995	Streptococcus pneumoniae strain 3063STDY5801781	Good	WGS	2255	2117940	100	0.2	35	116089	8	99.6	99
1313.14999	Streptococcus pneumoniae strain 3063STDY5801786	Good	WGS	2229	2099947	100	0.3	41	94285	8	99.6	99
1313.15000	Streptococcus pneumoniae strain 3063STDY5801788	Good	WGS	2194	2062965	99.5	0	21	210415	4	99.6	99
1313.15004	Streptococcus pneumoniae strain 3063STDY5801784	Good	WGS	2283	2129124	100	0	35	129018	6	99.5	99
1313.15005	Streptococcus pneumoniae strain 3063STDY5801793	Good	WGS	2215	2082791	100	0.3	42	81172	9	99.3	98.7
1313.15010	Streptococcus pneumoniae strain 3063STDY5801796	Good	WGS	2161	2055307	100	0	30	113663	6	99.9	99
1313.15012	Streptococcus pneumoniae strain 3063STDY5801798	Good	WGS	2145	2014799	99.8	0	24	184819	4	99.7	99
1313.15020	Streptococcus pneumoniae strain 3063STDY5801806	Good	WGS	2218	2093153	100	0	34	116188	7	99.3	98.8
1313.15024	Streptococcus pneumoniae strain 3063STDY5801813	Good	WGS	2292	2118943	100	0.2	33	150463	6	99.3	98.8
1313.15026	Streptococcus pneumoniae strain 3063STDY5801819	Good	WGS	2072	1978428	100	0	22	228208	4	99.5	99.1
1313.15032	Streptococcus pneumoniae strain 3063STDY5801817	Good	WGS	2216	2089337	100	0	45	73522	12	99.3	98.8
1313.15034	Streptococcus pneumoniae strain 3063STDY5801816	Good	WGS	2182	2056835	99.8	0.2	25	176786	5	99.9	99.3
1313.15036	Streptococcus pneumoniae strain 3063STDY5801826	Good	WGS	2170	2094455	100	0.2	31	121601	5	99.2	98.6
1313.15037	Streptococcus pneumoniae strain 3063STDY5801824	Good	WGS	2324	2161745	99.5	1.3	80	56400	14	99.3	98.9
1314.475	Streptococcus pyogenes strain WB151	Good	WGS	1846	1806404	100	0	38	242883	2	99.8	99.6
1314.476	Streptococcus pyogenes strain WB136	Good	WGS	1921	1842632	100	0.9	20	252850	3	99.9	99.9
28037.277	Streptococcus mitis strain RH_8961_10	Good	WGS	1910	1888936	100	0.9	17	202219	3	99.9	99.4
28037.278	Streptococcus mitis strain RH_50275_09	Good	WGS	2151	2057130	100	0.8	26	180092	4	99.9	99.4
28037.279	Streptococcus mitis strain RH_777_07	Good	WGS	2194	2107278	99.8	1.3	51	153862	4	99.7	99
28037.285	Streptococcus mitis strain RH_17024_08	Good	WGS	1799	1819806	100	0.4	20	219622	2	99.9	99.6
1947562.3	Streptococcus sp. UBA3373	Good	WGS	1494	1442171	94.5	3.2	55	40129	12	98.3	97.3
1947566.3	Streptococcus sp. UBA632	Good	WGS	1476	1444718	94.7	3.9	63	34847	12	97.9	97
760746.3	Streptococcus pneumoniae GA04375	Good	WGS	2157	2061399	99.7	1.6	9	474146	2	99.3	98.7
760747.3	Streptococcus pneumoniae GA13499	Good	WGS	2198	2096820	99.5	3.1	18	280270	3	99.3	98
760750.3	Streptococcus pneumoniae GA06083	Good	WGS	2139	2104391	100	0.3	12	312279	2	99.6	98.9
760754.3	Streptococcus pneumoniae GA07228	Good	WGS	2126	2035787	99.8	0.9	8	503596	2	99.4	99
760756.3	Streptococcus pneumoniae GA07914	Good	WGS	2086	2046314	99.5	0.8	8	1248634	1	99.3	98.5
760758.3	Streptococcus pneumoniae GA08780	Good	WGS	2231	2145269	99.4	0.6	11	362310	3	99.3	98.7
760760.3	Streptococcus pneumoniae GA11184	Good	WGS	2229	2113718	99.7	1.8	20	160363	5	99.6	98.4
760763.3	Streptococcus pneumoniae GA11304	Good	WGS	2301	2150254	99.5	3.2	15	291206	3	99.4	98
760767.3	Streptococcus pneumoniae GA13224	Good	WGS	2186	2087055	99.8	1.2	19	205337	4	99.3	98.3
760769.3	Streptococcus pneumoniae GA13338	Good	WGS	2255	2124611	98.8	2.2	15	357129	3	99.6	98.8
760770.3	Streptococcus pneumoniae GA13430	Good	WGS	2263	2186233	99.8	0.5	10	573758	2	99.2	98.6
760773.3	Streptococcus pneumoniae GA13637	Good	WGS	2236	2128292	99.8	2.6	21	242831	3	99.5	98
760777.3	Streptococcus pneumoniae GA14688	Good	WGS	2233	2121718	99.8	0.3	15	308163	3	99.6	99.3
760787.3	Streptococcus pneumoniae GA17457	Good	WGS	2283	2098711	99.8	4.1	17	209410	4	99.6	97.9
760790.3	Streptococcus pneumoniae GA17328	Good	WGS	2362	2207992	99.8	2.5	17	270011	3	99.4	98.1
760793.3	Streptococcus pneumoniae GA17971	Good	WGS	2305	2122606	99.2	4.4	10	441236	2	99.1	97.3
760801.3	Streptococcus pneumoniae GA19923	Good	WGS	2171	2094269	99.7	1.8	8	1682593	1	99.3	98.2
760809.3	Streptococcus pneumoniae GA41301	Good	WGS	2288	2156995	97.7	3.5	17	379405	3	98.8	97.8
760810.3	Streptococcus pneumoniae GA41317	Good	WGS	2242	2090801	99.5	1.5	6	418734	2	99.4	98.6
760813.3	Streptococcus pneumoniae GA41538	Good	WGS	2329	2105955	98.6	7.2	14	314384	3	99.3	97
760817.3	Streptococcus pneumoniae GA43264	Good	WGS	2253	2162489	99.7	0.9	13	419343	2	99.1	98.4
760818.3	Streptococcus pneumoniae GA43265	Good	WGS	2203	2128156	99.7	1.5	12	257005	4	99.6	98.7
760820.3	Streptococcus pneumoniae GA44128	Good	WGS	2217	2105822	100	0.2	9	398413	2	99.7	99.3
760822.3	Streptococcus pneumoniae GA44288	Good	WGS	2169	2065988	98.9	2.5	13	367629	2	98.9	97.8
760825.3	Streptococcus pneumoniae GA44452	Good	WGS	2265	2150130	99.7	1.3	12	439918	2	99.1	98.2
760829.3	Streptococcus pneumoniae GA47179	Good	WGS	2161	2128823	100	0.3	14	432721	3	99.2	98.7
760837.3	Streptococcus pneumoniae GA47388	Good	WGS	2237	2140615	99.8	1.2	7	580262	2	99.3	98.7
760848.3	Streptococcus pneumoniae GA47794	Good	WGS	2130	2104244	99.8	0.2	9	302985	3	99.1	98.5
760856.3	Streptococcus pneumoniae GA52306	Good	WGS	2201	2130965	97.5	2.2	19	371448	3	99	97.6
760861.3	Streptococcus pneumoniae GA47901	Good	WGS	2234	2086317	99.7	1.1	6	401970	2	99.6	98.7
760862.3	Streptococcus pneumoniae 6735-05	Good	WGS	2200	2118488	99.5	1.1	11	484939	2	99.6	98.5
760863.3	Streptococcus pneumoniae 6901-05	Good	WGS	2174	2102229	99.8	1.1	10	280989	3	99.6	98.5
760866.3	Streptococcus pneumoniae 5787-06	Good	WGS	2175	2120821	99.8	0.5	12	306596	3	99.7	98.6
760876.3	Streptococcus pneumoniae 3063-00	Good	WGS	2166	2072517	99.7	1.5	9	347354	3	99.3	98.4
760877.3	Streptococcus pneumoniae EU-NP01	Good	WGS	2342	2224428	100	0.7	20	195864	5	99.4	98.3
760881.3	Streptococcus pneumoniae EU-NP05	Good	WGS	2204	2096983	100	1.1	24	355782	2	99.3	97.9
886289.3	Streptococcus pneumoniae GA17545	Good	WGS	2207	2103456	99.5	1.3	11	256489	2	99.3	98.5
1313.9621	Streptococcus pneumoniae strain SB33	Good	WGS	2173	2068323	100	0	201	19833	33	99.1	98.7
1313.9930	Streptococcus pneumoniae strain SB36	Good	WGS	2182	2064235	100	0	194	19539	34	99.1	98.7
1313.9938	Streptococcus pneumoniae strain Th_13	Good	WGS	2006	1822610	99.1	3.8	343	7800	67	99.2	97.2
1313.9939	Streptococcus pneumoniae strain Th_32	Good	WGS	2265	2114095	99.8	0.3	214	18489	36	99	98.3
1313.9937	Streptococcus pneumoniae strain Th_104	Good	WGS	2170	2083239	100	0.2	156	22626	30	99.3	98.5
1313.9880	Streptococcus pneumoniae strain Kor_82	Good	WGS	2009	1825372	99.5	2.2	338	8029	67	99	97.9
1313.9561	Streptococcus pneumoniae strain 04-004	Good	WGS	1977	1817306	99.2	2.1	327	8252	66	99.4	98.3
1313.9876	Streptococcus pneumoniae strain Kor_136	Good	WGS	2186	2085444	100	0.2	174	20121	31	99.2	98.5
1313.9808	Streptococcus pneumoniae strain 04-124	Good	WGS	2129	2015075	100	0.3	215	13595	44	99.1	98.5
1313.9566	Streptococcus pneumoniae strain 07-050	Good	WGS	2169	2063667	100	0	181	18524	33	99.3	98.6
1313.9811	Streptococcus pneumoniae strain 07-117	Good	WGS	2121	2010423	99.8	0	205	15944	38	99.2	98.4
1313.9812	Streptococcus pneumoniae strain 08-B-120	Good	WGS	2182	2076942	99.5	0.3	170	20617	29	99.1	98.4
1313.9587	Streptococcus pneumoniae strain 111	Good	WGS	2130	2025753	99.5	0.5	178	18135	33	99.1	98.4
1313.9682	Streptococcus pneumoniae strain 228	Good	WGS	2107	1975580	99.7	0.3	224	13485	43	98.9	98.2
1313.9673	Streptococcus pneumoniae strain DG15	Good	WGS	2124	2024381	99.8	0	212	14693	39	99.1	98.6
1313.9568	Streptococcus pneumoniae strain SI_O2	Good	WGS	2171	2094405	99.5	0.3	138	24525	25	99.1	98.5
1313.9934	Streptococcus pneumoniae strain SI_P12	Good	WGS	2177	2090805	100	0.2	146	24451	26	99.3	98.7
1313.9583	Streptococcus pneumoniae strain HK_P65	Good	WGS	2156	2081326	99.5	0.2	142	24137	24	99.1	98.3
1313.9651	Streptococcus pneumoniae strain S-153	Good	WGS	2172	2095134	100	0.5	147	23985	28	99.1	98.5
1313.9863	Streptococcus pneumoniae strain ATCC700669	Good	WGS	2184	2091597	100	0.2	150	24124	28	99.1	98.4
1313.9649	Streptococcus pneumoniae strain S-054	Good	WGS	2172	2084863	100	0.5	159	24037	28	99.2	98.4
1313.9702	Streptococcus pneumoniae strain 1731	Good	WGS	2176	2097320	100	0.9	155	24455	27	99.2	98.4
1313.9714	Streptococcus pneumoniae strain 933-98	Good	WGS	2309	2166283	100	0	192	18451	35	99.1	98.5
1313.9854	Streptococcus pneumoniae strain 848-95	Good	WGS	2181	2093584	100	0	137	24525	25	99.2	98.7
1313.9639	Streptococcus pneumoniae strain 88-93	Good	WGS	2173	2093542	100	0.2	137	24473	27	99.1	98.5
1313.9715	Streptococcus pneumoniae strain 118-87	Good	WGS	2239	2137242	100	0	152	24361	28	99.1	98.5
1313.9556	Streptococcus pneumoniae strain 4545	Good	WGS	2287	2163673	100	0	158	22335	29	99.2	98.6
1313.9855	Streptococcus pneumoniae strain 8143	Good	WGS	2228	2109894	100	0.2	142	25363	26	99.2	98.4
1313.9850	Streptococcus pneumoniae strain 6025	Good	WGS	2260	2144793	100	0	143	27586	25	99.1	98.5
1313.9732	Streptococcus pneumoniae strain 5204	Good	WGS	2164	2090481	100	0.3	142	24430	26	99.1	98.5
1313.9858	Streptococcus pneumoniae strain 9029	Good	WGS	2148	2067424	99.5	0.2	136	24456	26	99.2	98.7
1313.9613	Streptococcus pneumoniae strain SA9	Good	WGS	2239	2104199	99.9	0.3	271	11596	56	99.2	98.6
1313.9616	Streptococcus pneumoniae strain SA7	Good	WGS	2210	2118645	99.4	0	146	23779	26	99.3	98.6
1313.9915	Streptococcus pneumoniae strain SA3	Good	WGS	2296	2164453	100	0	165	21875	31	99.2	98.6
1313.9619	Streptococcus pneumoniae strain SA12	Good	WGS	2304	2174906	100	0.2	169	19874	33	99.2	98.5
1313.9632	Streptococcus pneumoniae strain SA23	Good	WGS	2321	2176251	100	0.5	175	22354	32	99.1	98.4
1313.9629	Streptococcus pneumoniae strain SA20	Good	WGS	2170	2093854	100	0.2	163	21576	30	99.1	98.5
1313.9628	Streptococcus pneumoniae strain SA17	Good	WGS	2209	2085817	100	0.2	238	14364	44	99.2	98.5
1313.9912	Streptococcus pneumoniae strain SA25	Good	WGS	2267	2157399	100	0.3	159	21759	32	99.2	98.5
1313.9914	Streptococcus pneumoniae strain SA29	Good	WGS	2233	2129717	100	0	156	22348	29	99.2	98.6
1313.9630	Streptococcus pneumoniae strain SA106	Good	WGS	2221	2123447	99.5	0	150	23779	26	99.1	98.5
1313.9588	Streptococcus pneumoniae strain SA78	Good	WGS	2264	2121708	99.5	0.2	236	14350	43	99.1	98.4
1313.9908	Streptococcus pneumoniae strain SA141	Good	WGS	2286	2166070	100	0	146	24056	28	99.1	98.7
1313.9656	Streptococcus pneumoniae strain SA142	Good	WGS	2217	2123996	100	0	152	22369	29	99.2	98.6
1313.9658	Streptococcus pneumoniae strain SA152	Good	WGS	2253	2152470	99.5	0.2	156	21764	29	99.1	98.5
1313.9655	Streptococcus pneumoniae strain SA151	Good	WGS	2201	2118332	100	0	144	24430	27	99.2	98.6
1313.9664	Streptococcus pneumoniae strain SA147	Good	WGS	2224	2126026	99.8	0.2	164	21403	31	99.2	98.5
1313.9903	Streptococcus pneumoniae strain SA153	Good	WGS	2287	2168166	100	0.2	150	24429	29	99.3	98.6
1313.9723	Streptococcus pneumoniae strain 277	Good	WGS	2168	2093507	100	0	144	24525	26	99.1	98.7
1313.9857	Streptococcus pneumoniae strain 902	Good	WGS	2175	2096213	100	0	148	24017	27	99.1	98.5
1313.9847	Streptococcus pneumoniae strain 3696	Good	WGS	2299	2171691	100	0	155	24430	29	99.1	98.5
1313.9831	Streptococcus pneumoniae strain 23784	Good	WGS	2188	2099014	100	0.3	153	24167	25	99.2	98.5
1313.9834	Streptococcus pneumoniae strain 23748	Good	WGS	2217	2127886	100	0.3	153	24525	26	99.2	98.5
1313.9624	Streptococcus pneumoniae strain SB2	Good	WGS	2094	1974483	99.8	1.2	275	10621	52	99	98
1313.9706	Streptococcus pneumoniae strain 2097	Good	WGS	2171	2094469	100	0	143	25296	25	99.2	98.6
1313.9710	Streptococcus pneumoniae strain 3267	Good	WGS	2150	2080101	100	0	153	24521	27	99.3	98.7
1313.9612	Streptococcus pneumoniae strain SA2	Good	WGS	2216	2124239	100	0.2	162	20754	30	99.3	98.6
1313.9652	Streptococcus pneumoniae strain 385	Good	WGS	2187	2094725	100	0	158	22748	30	99.2	98.5
1313.9872	Streptococcus pneumoniae strain H071440111	Good	WGS	2180	2098633	99.5	0.1	153	22184	29	99.3	98.4
1313.9935	Streptococcus pneumoniae strain STO_19	Good	WGS	2165	2087744	100	0	145	24525	26	99.1	98.5
1313.9786	Streptococcus pneumoniae strain 3PN00734	Good	WGS	2182	2095899	100	0	153	24076	28	99.1	98.5
1313.9697	Streptococcus pneumoniae strain H034800032	Good	WGS	2284	2171574	100	0	163	23105	30	99.2	98.6
1313.9870	Streptococcus pneumoniae strain H035220198	Good	WGS	2161	2086153	99.4	0	144	24395	28	99	98.4
1313.9739	Streptococcus pneumoniae strain 11923	Good	WGS	2187	2098049	100	0.2	148	24430	26	99.1	98.5
1313.9862	Streptococcus pneumoniae strain 9409	Good	WGS	2171	2091740	100	0.3	142	24494	26	99.2	98.6
1313.9813	Streptococcus pneumoniae strain 11865	Good	WGS	2231	2127830	100	0.3	157	24452	28	99.2	98.5
1313.9733	Streptococcus pneumoniae strain 11936	Good	WGS	2239	2138857	100	0	159	24082	30	99.1	98.5
1313.9821	Streptococcus pneumoniae strain 11933	Good	WGS	2279	2136572	98.9	0.3	198	16257	36	99	98.5
1313.9852	Streptococcus pneumoniae strain 622	Good	WGS	2224	2131487	100	0.5	154	23492	29	99.1	98.4
1313.9944	Streptococcus pneumoniae strain VII-17	Good	WGS	2196	2108195	100	0.3	154	24064	28	99.1	98.5
1313.9755	Streptococcus pneumoniae strain VII-22	Good	WGS	2271	2150577	100	0.2	149	24063	29	99.2	98.6
1313.9945	Streptococcus pneumoniae strain VII-26	Good	WGS	2193	2101384	100	0.3	151	23340	28	99.1	98.5
1313.9758	Streptococcus pneumoniae strain VIII-2	Good	WGS	2178	2098155	100	0.5	157	23340	28	99.1	98.4
1313.9769	Streptococcus pneumoniae strain 9_HIM	Good	WGS	2175	2090062	100	0	150	24392	28	99.1	98.5
1313.9827	Streptococcus pneumoniae strain 13_HIM	Good	WGS	2157	2083852	100	0	152	23123	27	99.2	98.6
1313.9824	Streptococcus pneumoniae strain 11_CMN	Good	WGS	2171	2089970	100	0	153	24076	27	99.2	98.6
1313.9943	Streptococcus pneumoniae strain UR_428	Good	WGS	2176	2095738	100	0	151	24438	28	99.1	98.5
1313.9867	Streptococcus pneumoniae strain COL_252	Good	WGS	2178	2098707	100	0.2	145	24603	27	99.2	98.7
1313.9751	Streptococcus pneumoniae strain SVMC_6	Good	WGS	2167	2097757	100	0.2	150	27728	27	99.3	98.4
1313.9645	Streptococcus pneumoniae strain 3122	Good	WGS	2206	2118167	99.5	0	148	24525	27	99.2	98.6
1313.9859	Streptococcus pneumoniae strain 9295	Good	WGS	2176	2093099	100	0.5	148	24430	27	99.3	98.7
1313.9572	Streptococcus pneumoniae strain 9426	Good	WGS	2174	2091745	100	0.8	154	23960	28	99.3	98.6
1346.48	Streptococcus iniae strain YM011	Good	Complete	2035	2101557	99.3	1	1	2101557	1	99.6	99.3
28037.464	Streptococcus mitis strain NCTC12261	Good	WGS	1756	1879851	99.8	1.2	3	1669535	1	99.7	99.5
2292266.3	Streptococcus sp. NM	Good	WGS	1905	1909206	92.6	1.4	10	245493	2	97.8	97.3
1314.802	Streptococcus pyogenes strain NCTC12054	Good	WGS	1865	1863737	100	0	2	1850036	1	100	99.3
1334.139	Streptococcus dysgalactiae strain NCTC4671	Good	WGS	2211	2122998	100	0	3	2076976	1	99.2	98.1
1349.245	Streptococcus uberis strain NCTC4673	Good	WGS	1994	1985789	99.8	1.2	3	1955950	1	99.3	98.9
1349.246	Streptococcus uberis strain NCTC4672	Good	WGS	1899	1942125	99.3	1.9	3	1927579	1	99.5	99
1309.96	Streptococcus mutans strain FDAARGOS_258	Good	WGS	2148	2144020	97.8	0.8	1	2144020	1	99.9	99.1
1313.14094	Streptococcus pneumoniae strain SPN_25	Good	WGS	2128	2030594	100	0.9	48	72033	9	99.4	99
1313.14095	Streptococcus pneumoniae strain SPN_21	Good	WGS	2116	2047941	100	1.1	52	67533	11	99.6	99.1
1313.14096	Streptococcus pneumoniae strain SPN_20	Good	WGS	2295	2160610	100	0.5	86	41305	20	99.6	99
1313.14099	Streptococcus pneumoniae strain SPN_16	Good	WGS	2182	2084040	100	0.9	65	64922	11	99.5	98.6
1313.14103	Streptococcus pneumoniae strain SPN_12	Good	WGS	2209	2084632	100	2.1	57	59446	12	99.4	98.9
1313.14106	Streptococcus pneumoniae strain SPN_11	Good	WGS	2220	2101348	99.8	1.2	67	58865	13	99.3	98.7
1313.14108	Streptococcus pneumoniae strain SPN_09	Good	WGS	2176	2066409	100	1	61	82460	9	99.8	98.9
1313.14109	Streptococcus pneumoniae strain SPN_08	Good	WGS	2253	2114291	100	1.7	50	74158	9	99.5	98.5
1313.14110	Streptococcus pneumoniae strain SPN_07	Good	WGS	2147	2059490	100	1.2	59	80568	10	99.8	98.9
1313.14114	Streptococcus pneumoniae strain SPN_02	Good	WGS	2189	2071223	98.8	1.6	67	46470	14	99.3	98.4
1313.14132	Streptococcus pneumoniae strain Hermans-284	Good	WGS	2279	2075287	100	0.2	255	32238	21	99.4	98.9
1313.14144	Streptococcus pneumoniae strain PMEN-12	Good	WGS	2365	2148365	100	0	339	26382	26	99.3	99
1313.14150	Streptococcus pneumoniae strain PMEN-22	Good	WGS	2288	2087945	99.8	0	284	30307	22	99.3	98.7
1313.14153	Streptococcus pneumoniae strain Hermans-1016	Good	WGS	2265	2074590	100	0.2	312	30267	25	99.5	98.9
1313.14154	Streptococcus pneumoniae strain Hermans-280	Good	WGS	2312	2109505	100	0	291	29227	23	99.6	98.7
