genome.genome_id	genome.additional_metadata	genome.altitude	genome.antimicrobial_resistance	genome.antimicrobial_resistance_evidence	genome.assembly_accession	genome.assembly_method	genome.bioproject_accession	genome.biosample_accession	genome.biovar	genome.body_sample_site	genome.body_sample_subsite	genome.cds	genome.cds_ratio	genome.cell_shape	genome.checkm_completeness	genome.checkm_contamination	genome.chromosomes	genome.class	genome.coarse_consistency	genome.collection_date	genome.collection_year	genome.common_name	genome.completion_date	genome.contig_l50	genome.contig_n50	genome.contigs	genome.core_families	genome.core_family_ratio	genome.culture_collection	genome.date_inserted	genome.date_modified	genome.depth	genome.disease	genome.family	genome.fine_consistency	genome.gc_content	genome.genbank_accessions	genome.genome_id	genome.genome_length	genome.genome_name	genome.genome_quality	genome.genome_quality_flags	genome.genome_status	genome.genus	genome.geographic_location	genome.gram_stain	genome.habitat	genome.host_age	genome.host_gender	genome.host_health	genome.host_name	genome.hypothetical_cds	genome.hypothetical_cds_ratio	genome.isolation_comments	genome.isolation_country	genome.isolation_site	genome.isolation_source	genome.kingdom	genome.latitude	genome.longitude	genome.missing_core_family_ids	genome.mlst	genome.motility	genome.ncbi_project_id	genome.nearest_genomes	genome.optimal_temperature	genome.order	genome.organism_name	genome.other_clinical	genome.other_environmental	genome.other_typing	genome.outgroup_genomes	genome.owner	genome.oxygen_requirement	genome.p2_genome_id	genome.partial_cds	genome.partial_cds_ratio	genome.pathovar	genome.patric_cds	genome.phylum	genome.plasmids	genome.plfam_cds	genome.plfam_cds_ratio	genome.public	genome.publication	genome.reference_genome	genome.refseq_accessions	genome.refseq_cds	genome.refseq_project_id	genome.rrna	genome.salinity	genome.sequencing_centers	genome.sequencing_depth	genome.sequencing_platform	genome.sequencing_status	genome.serovar	genome.species	genome.sporulation	genome.sra_accession	genome.strain	genome.taxon_id	genome.taxon_lineage_ids	genome.taxon_lineage_names	genome.taxonomy	genome.temperature_range	genome.text	genome.trna	genome.type_strain	genome.user_read	genome.user_write
1360.118	sample_type:cell culture				GCF_001456865.1	IDBA-UD v. 1.1.1	PRJNA294255	SAMN04026654				2623	1.06		100	0		Bacilli	99.9	2014	2014	Lactococcus_lactis_subsp_lactis	2015-12-04T00:00:00Z	10	83530	198				2016-01-30T12:27:27.899Z	2016-01-30T12:27:27.899Z			Streptococcaceae	99.6	34.89	LKLX01000000	1360.118	2473055	Lactococcus lactis subsp. lactis strain NCDO895	Good		WGS	Lactococcus	Netherlands							841	0.32		Netherlands		Dairy starter	Bacteria								C	Lactobacillales						PATRIC@patricbrc.org			0	0		2623	Firmicutes		2623	1	1				2489		4		Radboudumc	50.0x	Illumina HiSeq			Lactococcus lactis subsp. lactis			NCDO895	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis			59			
416870.9					GCA_000009425.1		PRJNA18797	SAMEA3138204				2609	1.03	Coccus	100	0	1	Bacilli	99.8			Lactococcus_lactis_subsp_cremoris_MG1363	2007-02-06T00:00:00Z	1	2529478	1				2014-12-08T22:11:55.210Z	2015-03-16T03:17:09.594Z			Streptococcaceae	99.6	35.7	AM406671	416870.9	2529478	Lactococcus lactis subsp. cremoris MG1363	Good		Complete	Lactococcus		+	Multiple					803	0.31					Bacteria						18797		40	Lactobacillales	Lactococcus lactis subsp. cremoris MG1363					PATRIC	Facultative	4574	0	0		2609	Firmicutes	0	2607	1	1	17307855		NC_009004	2434	58837	12	Non-halophilic	MG1363 Sequencing Consortium|Bielefeld University|Alimentary Pharmabiotic Centre|Groningen Biomolecular Sciences Biotechnology Institute|Institute of Food Research|National University of Ireland			complete		Lactococcus lactis subsp. cremoris			MG1363	416870	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359::416870	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris::Lactococcus lactis subsp. cremoris MG1363	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris; Lactococcus lactis subsp. cremoris MG1363	Mesophilic		64			
1359.35	sample_type:cell culture				GCF_001622235.1	IDBA-UD v. 1.1.1	PRJNA294255	SAMN04010513				2661	1.08		100	0		Bacilli	99.9	2014	2014	Lactococcus_lactis_subsp_cremoris	2016-04-18T00:00:00Z	15	62068	253				2016-04-28T12:50:09.210Z	2016-04-28T12:50:09.210Z			Streptococcaceae	99.6	35.03	LIWD00000000	1359.35	2457554	Lactococcus lactis subsp. cremoris strain DRA4	Good		WGS	Lactococcus	Netherlands							823	0.31		Netherlands		Dairy starter	Bacteria								C	Lactobacillales						PATRIC@patricbrc.org			0	0		2663	Firmicutes		2658	1	1				2495		6		Radboudumc	50.0x	Illumina HiSeq			Lactococcus lactis subsp. cremoris			DRA4	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris			56			
1359.36	sample_type:cell culture				GCF_001622285.1	IDBA-UD v. 1.1.1	PRJNA286840	SAMN03770948				2724	1.04		100	0		Bacilli	99.8	2014	2014	Lactococcus_lactis_subsp_cremoris	2016-04-18T00:00:00Z	14	69960	182				2016-04-28T12:52:49.240Z	2016-04-28T12:52:49.240Z			Streptococcaceae	99.6	35.43	LITA00000000	1359.36	2615712	Lactococcus lactis subsp. cremoris strain N41	Good		WGS	Lactococcus	Netherlands							906	0.33		Netherlands		Soil and grass	Bacteria								C	Lactobacillales						PATRIC@patricbrc.org			0	0		2725	Firmicutes		2724	1	1				2646		5		Radboudumc	50.0x	Illumina HiSeq			Lactococcus lactis subsp. cremoris			N41	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris			54			
1359.22	sample_type:strain				GCF_000969475.1	SPAdes v. 3.1.0.	PRJNA277805	SAMN03396775				2731	1.05		100	0		Bacilli	99.8	2012	2012	Lactococcus_lactis_subsp_cremoris	2015-04-06T00:00:00Z	6	150929	103				2016-01-17T15:52:57.649Z	2016-01-17T15:52:57.649Z			Streptococcaceae	99.5	35.42	JZUI01000000	1359.22	2605340	Lactococcus lactis subsp. cremoris strain Mast36	Good		WGS	Lactococcus	Finland: Kuopio							896	0.33		Finland		milk from a bovine mastitis case	Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2732	Firmicutes		2725	1	1	25999570					8		University of Eastern Finland	666.0x	Illumina HiSeq			Lactococcus lactis subsp. cremoris			Mast36	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris			53			
1360.112	sample_type:cell culture				GCF_001456755.1	IDBA-UD v. 1.1.1	PRJNA294255	SAMN04026626				2401	1.01		100	0		Bacilli	99.9	2014	2014	Lactococcus_lactis_subsp_lactis	2015-12-04T00:00:00Z	5	189432	62				2016-01-30T12:28:07.352Z	2016-01-30T12:28:07.352Z			Streptococcaceae	99.5	34.91	LKLM01000000	1360.112	2376387	Lactococcus lactis subsp. lactis strain KF201	Good		WGS	Lactococcus	Netherlands							703	0.29		Netherlands		Sliced mixed vegetables	Bacteria								C	Lactobacillales						PATRIC@patricbrc.org			0	0		2405	Firmicutes		2401	1	1				2337		4		Radboudumc	50.0x	Illumina HiSeq			Lactococcus lactis subsp. lactis			KF201	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis			55			
1360.107	sample_type:cell culture				GCF_001456655.1	IDBA-UD v. 1.1.1	PRJNA294255	SAMN04026636				2503	1.01		100	0		Bacilli	99.9	2014	2014	Lactococcus_lactis_subsp_lactis	2015-12-04T00:00:00Z	6	188330	48				2016-01-30T12:24:29.143Z	2016-01-30T12:24:29.143Z			Streptococcaceae	99.4	34.83	LKLQ01000000	1360.107	2477489	Lactococcus lactis subsp. lactis strain LMG8526	Good		WGS	Lactococcus	Netherlands							787	0.31		Netherlands		Chinese radish seeds	Bacteria								C	Lactobacillales						PATRIC@patricbrc.org			0	0		2503	Firmicutes		2499	1	1				2452		4		Radboudumc	50.0x	Illumina HiSeq			Lactococcus lactis subsp. lactis			LMG8526	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis			53			
1360.111	sample_type:cell culture				GCF_001456725.1	IDBA-UD v. 1.1.1	PRJNA294255	SAMN04026622				2440	0.99		100	0		Bacilli	99.9	2014	2014	Lactococcus_lactis_subsp_lactis	2015-12-04T00:00:00Z	5	226898	33				2016-01-30T12:20:59.842Z	2016-01-30T12:20:59.842Z			Streptococcaceae	99.4	34.8	LKLJ01000000	1360.111	2463397	Lactococcus lactis subsp. lactis strain KF134	Good		WGS	Lactococcus	Netherlands							761	0.31		Netherlands		Alfalfa and radish sprouts	Bacteria								C	Lactobacillales						PATRIC@patricbrc.org			0	0		2442	Firmicutes		2440	1	1				2410		4		Radboudumc	50.0x	Illumina HiSeq			Lactococcus lactis subsp. lactis			KF134	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis			61			
929102.3					GCA_000192705.1		PRJNA60377	SAMN02603398				2553	1.01		100	0	1	Bacilli	99.9			Lactococcus_lactis_subsp_lactis_CV56	2011-03-18T00:00:00Z	1	2399458	6				2014-12-08T22:11:55.307Z	2015-03-16T03:17:09.594Z			Streptococcaceae	99.4	35.13	CP002365,CP002366,CP002367,CP002368,CP002369,CP002370	929102.3	2518737	Lactococcus lactis subsp. lactis CV56	Good		Complete	Lactococcus								800	0.31					Bacteria						60377		-	Lactobacillales	Lactococcus lactis subsp. lactis CV56					PATRIC		178659	0	0		2553	Firmicutes	5	2537	0.99	1	21460077		NC_017486.1,NC_017483.1,NC_017487.1,NC_017484.1,NC_017485.1,NC_017488.1	2408		19		Institute of Microbiology, Chinese Academy of Sciences|Chinese National Human Genome Center at Shanghai			complete		Lactococcus lactis subsp. lactis			CV56	929102	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::929102	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis CV56	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis CV56			64			
1379274.5					GCA_000786755.1	Velvet v. 02-Jan-2013	PRJNA213570	SAMN03220318				2602	1.01	Cocci	100	0		Bacilli	99.8			Lactococcus_lactis_subsp_lactis_1AA59	2014-11-25T00:00:00Z	14	56562	218				2015-03-12T13:42:43.494Z	2015-03-16T03:17:09.594Z			Streptococcaceae	99.4	34.97	AZQT00000000	1379274.5	2576542	Lactococcus lactis subsp. lactis 1AA59	Good		WGS	Lactococcus	Spain	Positive						804	0.31		Spain		artisanal cheese	Bacteria									Lactobacillales						PATRIC			0	0		2602	Firmicutes		2602	1	1	-		-	2611		3		Instituto de Productos Lacteos de Asturias (IPLA-CSIC)	25.0x	Illumina			Lactococcus lactis subsp. lactis			1AA59	1379274	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::1379274	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis 1AA59	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis 1AA59			26			
542833.3	sample_type:whole organism				GCA_002441825.1	SOAPdenovo v. 2	PRJNA270383	SAMN03267158				2655	1.02		100	0		Bacilli	99.7			Lactococcus_lactis_subsp_tructae	2017-10-04T00:00:00Z	3	214628	61				2017-11-23T02:49:41.188Z	2017-11-23T02:49:41.188Z			Streptococcaceae	99.4	35.49	JXKC01000000	542833.3	2611420	Lactococcus lactis subsp. tructae strain DSM 21502	Good		WGS	Lactococcus	Spain						brown trout	925	0.35		Spain		intestinal mucus of brown trout	Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2655	Firmicutes		2654	1	1				2560		4		Inner Mongolia Agricultural University	100x	Illumina MiSeq; Illumina HiSeq			Lactococcus lactis subsp. tructae			DSM 21502	542833	131567::2::1783272::1239::91061::186826::1300::1357::1358::542833	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. tructae	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. tructae			46			
1360.99	sample_type:cell culture				GCF_001456495.1	IDBA-UD v. 1.1.1	PRJNA294255	SAMN04023372				2400	1.01		100	0		Bacilli	99.9	2014	2014	Lactococcus_lactis_subsp_lactis	2015-12-04T00:00:00Z	6	146100	54				2016-01-30T11:58:45.811Z	2016-01-30T11:58:45.811Z			Streptococcaceae	99.3	34.9	LKLG01000000	1360.99	2366759	Lactococcus lactis subsp. lactis strain KF7	Good		WGS	Lactococcus	Netherlands							674	0.28		Netherlands		Alfalfa sprouts	Bacteria								C	Lactobacillales						PATRIC@patricbrc.org			0	0		2400	Firmicutes		2400	1	1				2351		5		Radboudumc	50.0x	Illumina HiSeq			Lactococcus lactis subsp. lactis			KF7	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis			57			
684738.3					GCA_000025045.1		PRJNA41115	SAMN02603087				2582	0.98	Coccus	100	0	1	Bacilli	99.9			Lactococcus_lactis_subsp_lactis_KF147	2009-12-18T00:00:00Z	1	2598144	2				2014-12-08T22:11:55.346Z	2015-03-16T03:17:09.594Z			Streptococcaceae	99.3	34.9	CP001834,CP001835	684738.3	2635654	Lactococcus lactis subsp. lactis KF147	Good		Complete	Lactococcus		+						794	0.31					Bacteria					No	41115		-	Lactobacillales	Lactococcus lactis subsp. lactis KF147					PATRIC		141273	0	0		2582	Firmicutes	1	2580	1	1	18039825,20348266		NC_013656,NC_013657	2473	42831	12		Center for Molecular and Biomolecular Informatics, Radboud University Medical Centre Nijmegen, the Netherlands|GATC|NIZO food research, Ede, the Netherlands|TI Food and Nutrition, Wageningen, the Netherlands			complete		Lactococcus lactis subsp. lactis	No		KF147	684738	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::684738	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis KF147	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis KF147	Mesophilic		68			
1234871.3					GCA_000447885.1		PRJNA175624	SAMN02472109				2975	1.11	Cocci	99.5	2.2	0	Bacilli	99.6			Lactococcus_lactis_subsp_cremoris_TIFN1	2013-08-19T00:00:00Z	33	23196	291				2014-12-08T22:11:55.240Z	2015-03-16T03:17:09.594Z			Streptococcaceae	98.5	35.5	ASXF00000000	1234871.3	2679783	Lactococcus lactis subsp. cremoris TIFN1	Good		WGS	Lactococcus	Netherlands	Positive						993	0.33	isolated from a natural starter culture used in cheese manufacturing	Netherlands		propagated starter culture used in cheese manufacturing; cheese starter	Bacteria						PRJNA175624			Lactobacillales	Lactococcus lactis subsp. cremoris TIFN1					PATRIC		312101	0	0		2975	Firmicutes	0	2975	1	1			-	2754		21		Top Institute Food and Nutrition			WGS		Lactococcus lactis subsp. cremoris			TIFN1	1234871	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359::1234871	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris::Lactococcus lactis subsp. cremoris TIFN1	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris; Lactococcus lactis subsp. cremoris TIFN1	Mesophilic		60			
1359.24	sample_type:whole organism				GCF_001005455.1	DNAStar Lasergene Genomics Suite v. 12.2	PRJNA277814	SAMN03396976				2930	1.12		100	15.2		Bacilli	99.8	30-Oct-2010	2010	Lactococcus_lactis_subsp_cremoris	2015-05-08T00:00:00Z	15	57038	103				2016-01-17T16:01:55.440Z	2016-01-17T16:01:55.440Z			Streptococcaceae	96.2	35.59	LAVX01000000	1359.24	2607437	Lactococcus lactis subsp. cremoris strain DPC6860	Good		WGS	Lactococcus	Ireland							978	0.33		Ireland		grass	Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2931	Firmicutes		2925	1	1				2678		12		Teagasc	33.0x	454			Lactococcus lactis subsp. cremoris			DPC6860	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris			65			
1360.288	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078495.1		PRJNA320717	SAMN04956302										Bacilli		2012	2012	Lactococcus_lactis_subsp_lactis	2017-04-04T00:00:00Z			1				2017-12-30T02:33:12.485Z	2017-12-30T02:33:12.485Z			Streptococcaceae		32.55	CP016717	1360.288	11663	Lactococcus lactis subsp. lactis strain UC063			Plasmid	Lactococcus	United States										United States		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						16	Firmicutes	1			1	28356072			15				University College Cork					Lactococcus lactis subsp. lactis			UC063	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis						
1359.137	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078765.1		PRJNA320719	SAMN04956304										Bacilli		2012	2012	Lactococcus_lactis_subsp_cremoris	2017-04-04T00:00:00Z			1				2017-12-30T02:32:57.330Z	2017-12-30T02:32:57.330Z			Streptococcaceae		31.64	CP016710	1359.137	11333	Lactococcus lactis subsp. cremoris strain UC109			Plasmid	Lactococcus	United States										United States		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						18	Firmicutes	1			1	28356072			13				University College Cork					Lactococcus lactis subsp. cremoris			UC109	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris						
1359.138	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078765.1		PRJNA320719	SAMN04956304										Bacilli		2012	2012	Lactococcus_lactis_subsp_cremoris	2017-04-04T00:00:00Z			1				2017-12-30T02:32:57.127Z	2017-12-30T02:32:57.127Z			Streptococcaceae		33.35	CP016711	1359.138	4237	Lactococcus lactis subsp. cremoris strain UC109			Plasmid	Lactococcus	United States										United States		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						7	Firmicutes	1			1	28356072			5				University College Cork					Lactococcus lactis subsp. cremoris			UC109	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris						
1360.283	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078855.1		PRJNA320724	SAMN04956402										Bacilli		2012	2012	Lactococcus_lactis_subsp_lactis	2017-04-04T00:00:00Z			1				2017-12-30T02:32:42.087Z	2017-12-30T02:32:42.087Z			Streptococcaceae		35.31	CP016705	1360.283	27296	Lactococcus lactis subsp. lactis strain UL8			Plasmid	Lactococcus	United States										United States		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						37	Firmicutes	1			1	28356072			30				University College Cork					Lactococcus lactis subsp. lactis			UL8	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis						
1360.282	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078855.1		PRJNA320724	SAMN04956402										Bacilli		2012	2012	Lactococcus_lactis_subsp_lactis	2017-04-04T00:00:00Z			1				2017-12-30T02:32:41.913Z	2017-12-30T02:32:41.913Z			Streptococcaceae		33.95	CP016704	1360.282	7652	Lactococcus lactis subsp. lactis strain UL8			Plasmid	Lactococcus	United States										United States		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						7	Firmicutes	1			1	28356072			6				University College Cork					Lactococcus lactis subsp. lactis			UL8	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis						
1360.189	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork					SMRT v. 2.3.0	PRJNA320717	SAMN04956302				2638	1.04		100	0	1	Bacilli	99.9	2012	2012	Lactococcus_lactis_subsp_lactis	2017-04-04T00:00:00Z	1	2392951	6				2017-05-28T07:14:11.141Z	2017-05-28T07:14:11.141Z			Streptococcaceae	99.3	35.27	CP015905,CP016715,CP016716,CP016717,CP016718,CP016719	1360.189	2542029	Lactococcus lactis subsp. lactis strain UC063	Good		Complete	Lactococcus	United States							805	0.31		United States		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org			0	0		2638	Firmicutes	5	2637	1	1	28356072			2517		11		University College Cork	95.48	PacBio RS			Lactococcus lactis subsp. lactis			UC063	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis			62			
